Year      Month  Day    Hour  PWV
2010      3     27      6     4.088
2010      3     27      9     3.004
2010      3     27     12     3.357
2010      3     27     15     3.551
2010      3     27     18     2.995
2010      3     27     21     2.291
2010      3     28      0     2.455
2010      3     28      3     1.722
2010      3     28      6     1.372
2010      3     28      9     1.348
2010      3     28     12     0.914
2010      3     28     15     1.579
2010      3     28     18     1.441
2010      3     28     21     2.045
2010      3     29      0     2.728
2010      3     29      3     1.975
2010      3     29      6     2.294
2010      3     29      9     2.480
2010      3     29     12     2.467
2010      3     29     15     2.319
2010      3     29     18     1.972
2010      3     29     21     1.712
2010      3     30      0     NaN
2010      3     30      3     1.167
2010      3     30      6     2.147
2010      3     30      9     1.771
2010      3     30     12     2.255
2010      3     30     15     2.487
2010      3     30     18     3.482
2010      3     30     21     4.299
2010      3     31      0     4.025
2010      3     31      3     3.019
2010      3     31      6     2.882
2010      3     31      9     2.227
2010      3     31     12     1.601
2010      3     31     15     1.513
2010      3     31     18     2.668
2010      3     31     21     3.125
2010      4      1      0     3.321
2010      4      1      3     1.951
2010      4      1      6     1.769
2010      4      1      9     1.342
2010      4      1     12     1.451
2010      4      1     15     1.584
2010      4      1     18     4.470
2010      4      1     21     4.517
2010      4      2      0     4.026
2010      4      2      3     3.238
2010      4      2      6     2.528
2010      4      2      9     1.522
2010      4      2     12     1.700
2010      4      2     15     1.772
2010      4      2     18     1.697
2010      4      2     21     1.610
2010      4      3      0     2.027
2010      4      3      3     2.729
2010      4      3      6     1.472
2010      4      3      9     1.294
2010      4      3     12     1.410
2010      4      3     15     1.571
2010      4      3     18     1.551
2010      4      3     21     1.883
2010      4      4      0     1.831
2010      4      4      3     1.257
2010      4      4      6     1.036
2010      4      4      9     0.973
2010      4      4     12     1.143
2010      4      4     15     1.963
2010      4      4     18     1.987
2010      4      4     21     2.300
2010      4      5      0     2.378
2010      4      5      3     1.113
2010      4      5      6     0.725
2010      4      5      9     0.478
2010      4      5     12     0.643
2010      4      5     15     1.153
2010      4      5     18     2.036
2010      4      5     21     2.193
2010      4      6      0     2.515
2010      4      6      3     3.024
2010      4      6      6     2.799
2010      4      6      9     2.250
2010      4      6     12     2.018
2010      4      6     15     2.203
2010      4      6     18     1.556
2010      4      6     21     1.496
2010      4      7      0     2.083
2010      4      7      3     2.255
2010      4      7      6     2.413
2010      4      7      9     2.620
2010      4      7     12     2.256
2010      4      7     15     2.399
2010      4      7     18     1.570
2010      4      7     21     1.853
2010      4      8      0     1.621
2010      4      8      3     1.429
2010      4      8      6     1.006
2010      4      8      9     0.849
2010      4      8     12     0.379
2010      4      8     15     0.970
2010      4      8     18     NaN
2010      4      8     21     NaN
2010      4      9      0     1.756
2010      4      9      3     1.068
2010      4      9      6     0.961
2010      4      9      9     1.349
2010      4      9     12     1.659
2010      4      9     15     1.787
2010      4      9     18     1.269
2010      4      9     21     1.706
2010      4     10      0     1.698
2010      4     10      3     1.800
2010      4     10      6     3.081
2010      4     10      9     2.718
2010      4     10     12     2.204
2010      4     10     15     1.585
2010      4     10     18     1.171
2010      4     10     21     1.593
2010      4     11      0     1.656
2010      4     11      3     0.851
2010      4     11      6     0.678
2010      4     11      9     0.620
2010      4     11     12     0.589
2010      4     11     15     0.572
2010      4     11     18     0.831
2010      4     11     21     1.494
2010      4     12      0     1.238
2010      4     12      3     0.615
2010      4     12      6     0.680
2010      4     12      9     0.580
2010      4     12     12     0.613
2010      4     12     15     0.665
2010      4     12     18     0.749
2010      4     12     21     1.136
2010      4     13      0     1.256
2010      4     13      3     0.937
2010      4     13      6     0.892
2010      4     13      9     0.821
2010      4     13     12     0.884
2010      4     13     15     0.979
2010      4     13     18     1.061
2010      4     13     21     1.252
2010      4     14      0     2.033
2010      4     14      3     2.198
2010      4     14      6     1.253
2010      4     14      9     1.085
2010      4     14     12     0.997
2010      4     14     15     1.607
2010      4     14     18     2.197
2010      4     14     21     3.514
2010      4     15      0     3.071
2010      4     15      3     1.508
2010      4     15      6     1.733
2010      4     15      9     1.305
2010      4     15     12     1.140
2010      4     15     15     1.115
2010      4     15     18     1.334
2010      4     15     21     1.807
2010      4     16      0     1.991
2010      4     16      3     1.530
2010      4     16      6     1.068
2010      4     16      9     1.007
2010      4     16     12     0.804
2010      4     16     15     0.976
2010      4     16     18     1.297
2010      4     16     21     1.642
2010      4     17      0     2.173
2010      4     17      3     1.452
2010      4     17      6     1.306
2010      4     17      9     1.750
2010      4     17     12     2.895
2010      4     17     15     4.166
2010      4     17     18     4.200
2010      4     17     21     NaN
2010      4     18      0     NaN
2010      4     18      3     4.878
2010      4     18      6     7.095
2010      4     18      9     4.423
2010      4     18     12     2.925
2010      4     18     15     3.189
2010      4     18     18     3.635
2010      4     18     21     3.952
2010      4     19      0     3.162
2010      4     19      3     2.122
2010      4     19      6     1.800
2010      4     19      9     2.215
2010      4     19     12     2.020
2010      4     19     15     2.151
2010      4     19     18     2.217
2010      4     19     21     2.676
2010      4     20      0     NaN
2010      4     20      3     1.823
2010      4     20      6     2.674
2010      4     20      9     3.074
2010      4     20     12     3.286
2010      4     20     15     3.384
2010      4     20     18     3.835
2010      4     20     21     3.523
2010      4     21      0     2.962
2010      4     21      3     3.271
2010      4     21      6     2.902
2010      4     21      9     3.552
2010      4     21     12     2.558
2010      4     21     15     2.992
2010      4     21     18     3.826
2010      4     21     21     3.565
2010      4     22      0     3.864
2010      4     22      3     4.070
2010      4     22      6     4.227
2010      4     22      9     3.727
2010      4     22     12     3.392
2010      4     22     15     3.038
2010      4     22     18     3.619
2010      4     22     21     3.210
2010      4     23      0     2.188
2010      4     23      3     2.379
2010      4     23      6     2.034
2010      4     23      9     1.608
2010      4     23     12     1.101
2010      4     23     15     1.011
2010      4     23     18     1.404
2010      4     23     21     1.214
2010      4     24      0     1.024
2010      4     24      3     0.889
2010      4     24      6     1.087
2010      4     24      9     0.715
2010      4     24     12     0.359
2010      4     24     15     0.570
2010      4     24     18     1.125
2010      4     24     21     NaN
2010      4     25      0     NaN
2010      4     25      3     NaN
2010      4     25      6     NaN
2010      4     25      9     1.095
2010      4     25     12     1.178
2010      4     25     15     1.608
2010      4     25     18     0.634
2010      4     25     21     1.467
2010      4     26      0     1.320
2010      4     26      3     0.721
2010      4     26      6     0.436
2010      4     26      9     0.473
2010      4     26     12     0.582
2010      4     26     15     0.925
2010      4     26     18     1.101
2010      4     26     21     1.915
2010      4     27      0     1.818
2010      4     27      3     1.646
2010      4     27      6     1.442
2010      4     27      9     1.269
2010      4     27     12     1.277
2010      4     27     15     1.228
2010      4     27     18     1.052
2010      4     27     21     1.426
2010      4     28      0     1.542
2010      4     28      3     1.441
2010      4     28      6     1.144
2010      4     28      9     1.400
2010      4     28     12     1.308
2010      4     28     15     1.478
2010      4     28     18     1.563
2010      4     28     21     1.501
2010      4     29      0     1.467
2010      4     29      3     1.348
2010      4     29      6     1.290
2010      4     29      9     1.202
2010      4     29     12     1.352
2010      4     29     15     1.636
2010      4     29     18     2.469
2010      4     29     21     2.994
2010      4     30      0     3.412
2010      4     30      3     4.362
2010      4     30      6     5.377
2010      4     30      9     5.758
2010      4     30     12     6.656
2010      4     30     15     6.212
2010      4     30     18     NaN
2010      4     30     21     NaN
2010      5      1      0     NaN
2010      5      1      3     NaN
2010      5      1      6     NaN
2010      5      1      9     NaN
2010      5      1     12     NaN
2010      5      1     15     NaN
2010      5      1     18     NaN
2010      5      1     21     NaN
2010      5      2      0     NaN
2010      5      2      3     NaN
2010      5      2      6     NaN
2010      5      2      9     NaN
2010      5      2     12     NaN
2010      5      2     15     NaN
2010      5      2     18     NaN
2010      5      2     21     NaN
2010      5      3      0     NaN
2010      5      3      3     NaN
2010      5      3      6     NaN
2010      5      3      9     NaN
2010      5      3     12     NaN
2010      5      3     15     NaN
2010      5      3     18     NaN
2010      5      3     21     0.845
2010      5      4      0     0.807
2010      5      4      3     0.762
2010      5      4      6     0.795
2010      5      4      9     0.532
2010      5      4     12     0.396
2010      5      4     15     5.855
2010      5      4     18     0.402
2010      5      4     21     0.657
2010      5      5      0     0.868
2010      5      5      3     0.468
2010      5      5      6     0.377
2010      5      5      9     0.400
2010      5      5     12     NaN
2010      5      5     15     0.432
2010      5      5     18     0.522
2010      5      5     21     0.580
2010      5      6      0     0.799
2010      5      6      3     0.531
2010      5      6      6     0.466
2010      5      6      9     0.509
2010      5      6     12     0.628
2010      5      6     15     0.657
2010      5      6     18     0.633
2010      5      6     21     0.661
2010      5      7      0     0.558
2010      5      7      3     0.547
2010      5      7      6     0.452
2010      5      7      9     0.491
2010      5      7     12     0.523
2010      5      7     15     0.574
2010      5      7     18     0.702
2010      5      7     21     0.823
2010      5      8      0     0.860
2010      5      8      3     0.739
2010      5      8      6     0.543
2010      5      8      9     0.537
2010      5      8     12     0.333
2010      5      8     15     0.320
2010      5      8     18     0.361
2010      5      8     21     0.449
2010      5      9      0     0.339
2010      5      9      3     0.336
2010      5      9      6     0.335
2010      5      9      9     0.303
2010      5      9     12     0.393
2010      5      9     15     0.348
2010      5      9     18     0.329
2010      5      9     21     0.303
2010      5     10      0     0.412
2010      5     10      3     0.451
2010      5     10      6     0.488
2010      5     10      9     0.368
2010      5     10     12     NaN
2010      5     10     15     NaN
2010      5     10     18     NaN
2010      5     10     21     0.224
2010      5     11      0     0.225
2010      5     11      3     0.235
2010      5     11      6     0.238
2010      5     11      9     0.235
2010      5     11     12     0.181
2010      5     11     15     0.272
2010      5     11     18     0.383
2010      5     11     21     0.267
2010      5     12      0     0.295
2010      5     12      3     0.284
2010      5     12      6     0.233
2010      5     12      9     0.350
2010      5     12     12     0.491
2010      5     12     15     0.673
2010      5     12     18     1.554
2010      5     12     21     1.757
2010      5     13      0     2.009
2010      5     13      3     1.706
2010      5     13      6     1.597
2010      5     13      9     1.208
2010      5     13     12     2.257
2010      5     13     15     2.799
2010      5     13     18     2.669
2010      5     13     21     3.190
2010      5     14      0     3.094
2010      5     14      3     3.267
2010      5     14      6     2.756
2010      5     14      9     1.716
2010      5     14     12     2.705
2010      5     14     15     3.967
2010      5     14     18     NaN
2010      5     14     21     NaN
2010      5     15      0     NaN
2010      5     15      3     4.346
2010      5     15      6     4.073
2010      5     15      9     5.352
2010      5     15     12     4.470
2010      5     15     15     8.895
2010      5     15     18     6.585
2010      5     15     21     NaN
2010      5     16      0     NaN
2010      5     16      3     NaN
2010      5     16      6     NaN
2010      5     16      9     NaN
2010      5     16     12     NaN
2010      5     16     15     NaN
2010      5     16     18     NaN
2010      5     16     21     NaN
2010      5     17      0     NaN
2010      5     17      3     NaN
2010      5     17      6     NaN
2010      5     17      9     0.800
2010      5     17     12     0.647
2010      5     17     15     2.503
2010      5     17     18     0.409
2010      5     17     21     0.639
2010      5     18      0     0.719
2010      5     18      3     0.273
2010      5     18      6     0.268
2010      5     18      9     0.289
2010      5     18     12     0.254
2010      5     18     15     0.305
2010      5     18     18     0.369
2010      5     18     21     0.456
2010      5     19      0     0.469
2010      5     19      3     0.533
2010      5     19      6     0.589
2010      5     19      9     0.774
2010      5     19     12     0.950
2010      5     19     15     1.183
2010      5     19     18     1.420
2010      5     19     21     1.600
2010      5     20      0     1.404
2010      5     20      3     1.335
2010      5     20      6     0.919
2010      5     20      9     0.905
2010      5     20     12     0.784
2010      5     20     15     1.099
2010      5     20     18     1.429
2010      5     20     21     1.293
2010      5     21      0     1.417
2010      5     21      3     1.940
2010      5     21      6     2.508
2010      5     21      9     2.637
2010      5     21     12     2.151
2010      5     21     15     NaN
2010      5     21     18     2.638
2010      5     21     21     3.320
2010      5     22      0     3.244
2010      5     22      3     2.766
2010      5     22      6     3.538
2010      5     22      9     5.492
2010      5     22     12     6.543
2010      5     22     15     5.973
2010      5     22     18     NaN
2010      5     22     21     NaN
2010      5     23      0     NaN
2010      5     23      3     NaN
2010      5     23      6     NaN
2010      5     23      9     NaN
2010      5     23     12     NaN
2010      5     23     15     NaN
2010      5     23     18     NaN
2010      5     23     21     NaN
2010      5     24      0     NaN
2010      5     24      3     0.260
2010      5     24      6     0.188
2010      5     24      9     0.211
2010      5     24     12     0.201
2010      5     24     15     0.273
2010      5     24     18     0.288
2010      5     24     21     0.455
2010      5     25      0     0.500
2010      5     25      3     0.361
2010      5     25      6     0.213
2010      5     25      9     0.132
2010      5     25     12     0.072
2010      5     25     15     0.111
2010      5     25     18     0.252
2010      5     25     21     0.527
2010      5     26      0     0.947
2010      5     26      3     0.697
2010      5     26      6     0.688
2010      5     26      9     0.576
2010      5     26     12     0.433
2010      5     26     15     0.644
2010      5     26     18     0.908
2010      5     26     21     1.603
2010      5     27      0     1.885
2010      5     27      3     1.545
2010      5     27      6     2.122
2010      5     27      9     2.042
2010      5     27     12     2.414
2010      5     27     15     2.743
2010      5     27     18     2.623
2010      5     27     21     3.515
2010      5     28      0     2.856
2010      5     28      3     NaN
2010      5     28      6     NaN
2010      5     28      9     NaN
2010      5     28     12     1.987
2010      5     28     15     2.053
2010      5     28     18     2.647
2010      5     28     21     3.449
2010      5     29      0     3.055
2010      5     29      3     NaN
2010      5     29      6     NaN
2010      5     29      9     NaN
2010      5     29     12     NaN
2010      5     29     15     0.679
2010      5     29     18     1.150
2010      5     29     21     1.150
2010      5     30      0     0.584
2010      5     30      3     0.426
2010      5     30      6     0.323
2010      5     30      9     0.353
2010      5     30     12     0.317
2010      5     30     15     0.393
2010      5     30     18     0.555
2010      5     30     21     0.616
2010      5     31      0     0.486
2010      5     31      3     0.323
2010      5     31      6     0.231
2010      5     31      9     0.319
2010      5     31     12     0.270
2010      5     31     15     0.295
2010      5     31     18     0.325
2010      5     31     21     0.355
2010      6      1      0     0.405
2010      6      1      3     0.276
2010      6      1      6     0.278
2010      6      1      9     0.243
2010      6      1     12     0.339
2010      6      1     15     0.328
2010      6      1     18     0.527
2010      6      1     21     0.826
2010      6      2      0     0.546
2010      6      2      3     0.376
2010      6      2      6     0.356
2010      6      2      9     0.259
2010      6      2     12     0.228
2010      6      2     15     0.236
2010      6      2     18     0.379
2010      6      2     21     0.105
2010      6      3      0     0.922
2010      6      3      3     0.641
2010      6      3      6     0.431
2010      6      3      9     0.328
2010      6      3     12     0.315
2010      6      3     15     0.392
2010      6      3     18     0.535
2010      6      3     21     0.830
2010      6      4      0     0.785
2010      6      4      3     0.481
2010      6      4      6     NaN
2010      6      4      9     0.474
2010      6      4     12     0.428
2010      6      4     15     0.426
2010      6      4     18     0.484
2010      6      4     21     0.689
2010      6      5      0     0.632
2010      6      5      3     0.423
2010      6      5      6     0.391
2010      6      5      9     0.517
2010      6      5     12     0.578
2010      6      5     15     0.570
2010      6      5     18     0.665
2010      6      5     21     0.812
2010      6      6      0     0.811
2010      6      6      3     0.769
2010      6      6      6     1.044
2010      6      6      9     1.300
2010      6      6     12     1.162
2010      6      6     15     1.733
2010      6      6     18     1.937
2010      6      6     21     NaN
2010      6      7      0     2.432
2010      6      7      3     2.267
2010      6      7      6     2.001
2010      6      7      9     1.891
2010      6      7     12     2.055
2010      6      7     15     2.185
2010      6      7     18     1.886
2010      6      7     21     1.927
2010      6      8      0     1.866
2010      6      8      3     1.073
2010      6      8      6     0.813
2010      6      8      9     0.655
2010      6      8     12     0.538
2010      6      8     15     0.505
2010      6      8     18     0.619
2010      6      8     21     0.809
2010      6      9      0     0.916
2010      6      9      3     0.902
2010      6      9      6     1.070
2010      6      9      9     0.903
2010      6      9     12     0.545
2010      6      9     15     0.604
2010      6      9     18     0.536
2010      6      9     21     0.485
2010      6     10      0     0.498
2010      6     10      3     0.401
2010      6     10      6     0.437
2010      6     10      9     0.532
2010      6     10     12     0.713
2010      6     10     15     1.148
2010      6     10     18     1.648
2010      6     10     21     2.051
2010      6     11      0     2.575
2010      6     11      3     2.953
2010      6     11      6     3.470
2010      6     11      9     3.224
2010      6     11     12     2.880
2010      6     11     15     3.075
2010      6     11     18     2.794
2010      6     11     21     2.766
2010      6     12      0     2.192
2010      6     12      3     2.767
2010      6     12      6     2.781
2010      6     12      9     2.793
2010      6     12     12     2.408
2010      6     12     15     2.049
2010      6     12     18     2.138
2010      6     12     21     2.162
2010      6     13      0     2.232
2010      6     13      3     2.163
2010      6     13      6     2.338
2010      6     13      9     2.292
2010      6     13     12     1.781
2010      6     13     15     1.713
2010      6     13     18     1.968
2010      6     13     21     3.132
2010      6     14      0     3.541
2010      6     14      3     4.053
2010      6     14      6     3.836
2010      6     14      9     2.369
2010      6     14     12     1.549
2010      6     14     15     0.703
2010      6     14     18     1.446
2010      6     14     21     1.551
2010      6     15      0     1.146
2010      6     15      3     0.721
2010      6     15      6     0.748
2010      6     15      9     0.765
2010      6     15     12     0.872
2010      6     15     15     1.015
2010      6     15     18     1.716
2010      6     15     21     NaN
2010      6     16      0     1.547
2010      6     16      3     1.618
2010      6     16      6     1.487
2010      6     16      9     1.080
2010      6     16     12     0.696
2010      6     16     15     0.509
2010      6     16     18     0.669
2010      6     16     21     0.994
2010      6     17      0     0.513
2010      6     17      3     0.292
2010      6     17      6     0.336
2010      6     17      9     0.488
2010      6     17     12     0.613
2010      6     17     15     0.721
2010      6     17     18     NaN
2010      6     17     21     1.642
2010      6     18      0     1.216
2010      6     18      3     1.330
2010      6     18      6     1.606
2010      6     18      9     1.274
2010      6     18     12     1.200
2010      6     18     15     1.375
2010      6     18     18     1.926
2010      6     18     21     2.114
2010      6     19      0     1.572
2010      6     19      3     1.283
2010      6     19      6     1.179
2010      6     19      9     1.205
2010      6     19     12     1.231
2010      6     19     15     1.162
2010      6     19     18     1.417
2010      6     19     21     1.645
2010      6     20      0     1.794
2010      6     20      3     1.710
2010      6     20      6     1.912
2010      6     20      9     2.136
2010      6     20     12     2.194
2010      6     20     15     2.705
2010      6     20     18     2.900
2010      6     20     21     2.524
2010      6     21      0     3.212
2010      6     21      3     3.127
2010      6     21      6     2.990
2010      6     21      9     2.463
2010      6     21     12     2.298
2010      6     21     15     2.024
2010      6     21     18     1.746
2010      6     21     21     1.685
2010      6     22      0     1.324
2010      6     22      3     0.915
2010      6     22      6     0.963
2010      6     22      9     0.808
2010      6     22     12     1.253
2010      6     22     15     1.167
2010      6     22     18     1.014
2010      6     22     21     1.236
2010      6     23      0     1.230
2010      6     23      3     1.376
2010      6     23      6     1.479
2010      6     23      9     1.712
2010      6     23     12     2.286
2010      6     23     15     NaN
2010      6     23     18     3.075
2010      6     23     21     5.438
2010      6     24      0     4.291
2010      6     24      3     3.860
2010      6     24      6     3.094
2010      6     24      9     2.833
2010      6     24     12     2.280
2010      6     24     15     2.029
2010      6     24     18     1.850
2010      6     24     21     2.166
2010      6     25      0     1.882
2010      6     25      3     1.622
2010      6     25      6     1.616
2010      6     25      9     1.397
2010      6     25     12     1.308
2010      6     25     15     1.337
2010      6     25     18     1.592
2010      6     25     21     1.804
2010      6     26      0     1.566
2010      6     26      3     1.116
2010      6     26      6     1.563
2010      6     26      9     2.250
2010      6     26     12     3.223
2010      6     26     15     3.161
2010      6     26     18     3.568
2010      6     26     21     3.293
2010      6     27      0     3.047
2010      6     27      3     2.521
2010      6     27      6     2.282
2010      6     27      9     2.141
2010      6     27     12     2.251
2010      6     27     15     1.973
2010      6     27     18     2.188
2010      6     27     21     2.357
2010      6     28      0     2.623
2010      6     28      3     2.624
2010      6     28      6     NaN
2010      6     28      9     1.029
2010      6     28     12     0.813
2010      6     28     15     1.094
2010      6     28     18     1.274
2010      6     28     21     1.602
2010      6     29      0     0.766
2010      6     29      3     0.252
2010      6     29      6     0.284
2010      6     29      9     0.324
2010      6     29     12     0.272
2010      6     29     15     0.321
2010      6     29     18     0.485
2010      6     29     21     0.476
2010      6     30      0     0.232
2010      6     30      3     0.182
2010      6     30      6     0.126
2010      6     30      9     0.109
2010      6     30     12     0.099
2010      6     30     15     0.110
2010      6     30     18     0.175
2010      6     30     21     0.167
2010      7      1      0     0.192
2010      7      1      3     0.158
2010      7      1      6     0.163
2010      7      1      9     0.200
2010      7      1     12     NaN
2010      7      1     15     0.218
2010      7      1     18     0.268
2010      7      1     21     0.447
2010      7      2      0     0.479
2010      7      2      3     0.380
2010      7      2      6     0.312
2010      7      2      9     0.347
2010      7      2     12     0.330
2010      7      2     15     0.283
2010      7      2     18     0.388
2010      7      2     21     0.539
2010      7      3      0     0.539
2010      7      3      3     0.411
2010      7      3      6     0.496
2010      7      3      9     0.485
2010      7      3     12     0.617
2010      7      3     15     0.640
2010      7      3     18     0.862
2010      7      3     21     0.889
2010      7      4      0     0.898
2010      7      4      3     1.263
2010      7      4      6     1.276
2010      7      4      9     1.186
2010      7      4     12     1.254
2010      7      4     15     1.470
2010      7      4     18     1.341
2010      7      4     21     1.429
2010      7      5      0     1.349
2010      7      5      3     1.482
2010      7      5      6     1.592
2010      7      5      9     1.619
2010      7      5     12     2.062
2010      7      5     15     2.357
2010      7      5     18     2.966
2010      7      5     21     4.044
2010      7      6      0     2.570
2010      7      6      3     2.301
2010      7      6      6     1.691
2010      7      6      9     1.580
2010      7      6     12     0.920
2010      7      6     15     0.839
2010      7      6     18     0.744
2010      7      6     21     1.152
2010      7      7      0     0.838
2010      7      7      3     0.704
2010      7      7      6     0.498
2010      7      7      9     0.219
2010      7      7     12     0.147
2010      7      7     15     0.224
2010      7      7     18     0.308
2010      7      7     21     0.248
2010      7      8      0     0.213
2010      7      8      3     0.233
2010      7      8      6     0.239
2010      7      8      9     0.260
2010      7      8     12     0.313
2010      7      8     15     0.271
2010      7      8     18     0.313
2010      7      8     21     0.340
2010      7      9      0     0.290
2010      7      9      3     0.242
2010      7      9      6     0.208
2010      7      9      9     0.186
2010      7      9     12     0.181
2010      7      9     15     0.190
2010      7      9     18     0.250
2010      7      9     21     0.281
2010      7     10      0     0.285
2010      7     10      3     0.357
2010      7     10      6     0.309
2010      7     10      9     0.260
2010      7     10     12     0.248
2010      7     10     15     0.293
2010      7     10     18     0.357
2010      7     10     21     0.608
2010      7     11      0     0.589
2010      7     11      3     0.425
2010      7     11      6     0.382
2010      7     11      9     0.373
2010      7     11     12     0.450
2010      7     11     15     0.448
2010      7     11     18     0.535
2010      7     11     21     0.753
2010      7     12      0     0.723
2010      7     12      3     0.589
2010      7     12      6     0.543
2010      7     12      9     NaN
2010      7     12     12     0.468
2010      7     12     15     0.472
2010      7     12     18     0.511
2010      7     12     21     0.707
2010      7     13      0     0.630
2010      7     13      3     0.578
2010      7     13      6     0.478
2010      7     13      9     0.487
2010      7     13     12     0.481
2010      7     13     15     0.446
2010      7     13     18     0.385
2010      7     13     21     0.465
2010      7     14      0     0.421
2010      7     14      3     0.391
2010      7     14      6     0.354
2010      7     14      9     0.337
2010      7     14     12     0.347
2010      7     14     15     0.365
2010      7     14     18     0.396
2010      7     14     21     0.622
2010      7     15      0     0.488
2010      7     15      3     0.410
2010      7     15      6     0.325
2010      7     15      9     0.404
2010      7     15     12     0.511
2010      7     15     15     0.520
2010      7     15     18     1.192
2010      7     15     21     0.884
2010      7     16      0     0.468
2010      7     16      3     0.342
2010      7     16      6     0.287
2010      7     16      9     0.446
2010      7     16     12     0.636
2010      7     16     15     0.640
2010      7     16     18     NaN
2010      7     16     21     NaN
2010      7     17      0     0.535
2010      7     17      3     0.499
2010      7     17      6     0.542
2010      7     17      9     0.457
2010      7     17     12     0.418
2010      7     17     15     0.436
2010      7     17     18     NaN
2010      7     17     21     NaN
2010      7     18      0     0.135
2010      7     18      3     0.073
2010      7     18      6     NaN
2010      7     18      9     NaN
2010      7     18     12     NaN
2010      7     18     15     NaN
2010      7     18     18     NaN
2010      7     18     21     NaN
2010      7     19      0     0.174
2010      7     19      3     0.197
2010      7     19      6     0.376
2010      7     19      9     0.397
2010      7     19     12     0.340
2010      7     19     15     0.289
2010      7     19     18     0.310
2010      7     19     21     0.300
2010      7     20      0     0.304
2010      7     20      3     0.298
2010      7     20      6     0.312
2010      7     20      9     0.375
2010      7     20     12     0.343
2010      7     20     15     NaN
2010      7     20     18     NaN
2010      7     20     21     NaN
2010      7     21      0     1.507
2010      7     21      3     NaN
2010      7     21      6     NaN
2010      7     21      9     NaN
2010      7     21     12     NaN
2010      7     21     15     NaN
2010      7     21     18     NaN
2010      7     21     21     NaN
2010      7     22      0     0.931
2010      7     22      3     0.995
2010      7     22      6     0.831
2010      7     22      9     0.636
2010      7     22     12     0.710
2010      7     22     15     0.706
2010      7     22     18     1.116
2010      7     22     21     NaN
2010      7     23      0     0.895
2010      7     23      3     0.466
2010      7     23      6     0.193
2010      7     23      9     0.216
2010      7     23     12     0.251
2010      7     23     15     0.367
2010      7     23     18     0.446
2010      7     23     21     0.704
2010      7     24      0     0.624
2010      7     24      3     0.473
2010      7     24      6     0.438
2010      7     24      9     0.409
2010      7     24     12     0.379
2010      7     24     15     0.414
2010      7     24     18     0.466
2010      7     24     21     0.574
2010      7     25      0     0.418
2010      7     25      3     0.374
2010      7     25      6     0.251
2010      7     25      9     0.274
2010      7     25     12     0.282
2010      7     25     15     0.318
2010      7     25     18     0.385
2010      7     25     21     0.366
2010      7     26      0     0.348
2010      7     26      3     0.308
2010      7     26      6     0.316
2010      7     26      9     0.303
2010      7     26     12     0.303
2010      7     26     15     0.324
2010      7     26     18     0.303
2010      7     26     21     0.340
2010      7     27      0     0.338
2010      7     27      3     0.320
2010      7     27      6     0.348
2010      7     27      9     0.323
2010      7     27     12     0.259
2010      7     27     15     0.296
2010      7     27     18     0.455
2010      7     27     21     0.581
2010      7     28      0     0.723
2010      7     28      3     0.777
2010      7     28      6     0.648
2010      7     28      9     0.559
2010      7     28     12     0.588
2010      7     28     15     0.592
2010      7     28     18     0.521
2010      7     28     21     NaN
2010      7     29      0     0.498
2010      7     29      3     0.510
2010      7     29      6     0.478
2010      7     29      9     0.505
2010      7     29     12     0.583
2010      7     29     15     0.857
2010      7     29     18     1.829
2010      7     29     21     1.298
2010      7     30      0     0.941
2010      7     30      3     1.485
2010      7     30      6     1.347
2010      7     30      9     1.390
2010      7     30     12     0.791
2010      7     30     15     0.729
2010      7     30     18     1.233
2010      7     30     21     0.953
2010      7     31      0     0.448
2010      7     31      3     0.367
2010      7     31      6     0.484
2010      7     31      9     0.592
2010      7     31     12     0.552
2010      7     31     15     0.606
2010      7     31     18     0.740
2010      7     31     21     0.771
2010      8      1      0     0.654
2010      8      1      3     0.467
2010      8      1      6     0.453
2010      8      1      9     0.421
2010      8      1     12     0.349
2010      8      1     15     0.321
2010      8      1     18     0.379
2010      8      1     21     NaN
2010      8      2      0     NaN
2010      8      2      3     NaN
2010      8      2      6     NaN
2010      8      2      9     NaN
2010      8      2     12     0.339
2010      8      2     15     0.349
2010      8      2     18     0.398
2010      8      2     21     0.451
2010      8      3      0     0.585
2010      8      3      3     0.499
2010      8      3      6     0.552
2010      8      3      9     1.290
2010      8      3     12     0.965
2010      8      3     15     1.013
2010      8      3     18     1.418
2010      8      3     21     NaN
2010      8      4      0     1.039
2010      8      4      3     1.032
2010      8      4      6     1.005
2010      8      4      9     0.618
2010      8      4     12     0.412
2010      8      4     15     NaN
2010      8      4     18     0.656
2010      8      4     21     0.786
2010      8      5      0     0.900
2010      8      5      3     0.849
2010      8      5      6     0.901
2010      8      5      9     0.859
2010      8      5     12     0.678
2010      8      5     15     0.509
2010      8      5     18     0.454
2010      8      5     21     0.433
2010      8      6      0     0.375
2010      8      6      3     0.397
2010      8      6      6     0.472
2010      8      6      9     0.579
2010      8      6     12     0.713
2010      8      6     15     0.633
2010      8      6     18     0.669
2010      8      6     21     0.611
2010      8      7      0     0.611
2010      8      7      3     0.658
2010      8      7      6     0.737
2010      8      7      9     0.656
2010      8      7     12     0.822
2010      8      7     15     0.872
2010      8      7     18     0.801
2010      8      7     21     0.821
2010      8      8      0     0.781
2010      8      8      3     0.798
2010      8      8      6     0.900
2010      8      8      9     0.835
2010      8      8     12     0.805
